Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes,Vehicle_ID_Invalid,Duration_Hours,Distance_Driven,Refuel_Event,Prev_Return,Overlap_Flag,Promo_Expiry,Promo_Status,Driver_Behavior,Total_Amount
RES-02176,CUST-0489,CAR-077,Creta,No_Show,2025-03-06 21:05:00.000000,2025-03-07 21:05:00.000000,2025-04-30 11:06:41.938490,49574.0,49742.0,0.51,2300.0,SAVE50,Bengaluru,12.8994,77.6255,90.0,CARD,DL-6269XXXXXX,Minor,Customer satisfied with ride,False,,168.0,No Refuel,,False,2026-06-30,Valid,Fast Driving,2714.0
RES-00451,CUST-0396,CAR-077,Creta,Cancelled,2025-04-02 04:04:00.000000,2025-04-03 04:04:00.000000,2025-04-30 11:06:41.938490,13169.0,13169.0,0.51,1500.0,NEW10,Bengaluru,12.8935,77.622,90.0,CARD,DL-4741XXXXXX,None,AC performance slightly low,False,,0.0,No Refuel,,False,,Invalid,Unknown,0.0
RES-00056,CUST-0500,CAR-077,Creta,No_Show,2025-04-18 11:19:54.565826,2025-04-22 16:20:00.000000,2025-04-22 20:20:00.000000,33202.0,33288.0,1.0,2000.0,SAVE50,Mumbai,12.8993,77.6185,90.0,WALLET,DL-6384XXXXXX,Minor,Customer reported minor scratch on door,False,4.0,86.0,Refueled,,False,2026-06-30,Valid,Unknown,2360.0
RES-01085,CUST-1969,CAR-077,Creta,No_Show,2025-04-18 11:19:54.565826,2025-06-07 10:45:00.000000,2025-08-06 13:45:00.000000,77090.0,77121.0,1.0,1500.0,DISC20,Bengaluru,12.9064,77.5937,90.0,CARD,DL-9325XXXXXX,Major,Vehicle returned late due to traffic,False,1443.0,31.0,No Refuel,2025-04-22 20:20:00,False,2026-02-28,Valid,Unknown,1770.0
RES-01803,CUST-0261,CAR-077,Creta,No_Show,2025-04-18 11:19:54.565826,2025-06-15 23:33:00.000000,2025-04-30 11:06:41.938490,17501.0,17781.0,0.51,1840.0,SAVE50,Delhi,12.9215,77.5893,90.0,CARD,DL-7764XXXXXX,None,Car returned in good condition,False,,280.0,No Refuel,2025-08-06 13:45:00,True,2026-06-30,Valid,Unknown,2171.2
RES-00093,CUST-0847,CAR-077,Creta,Completed,2025-06-20 16:14:00.000000,2025-06-22 16:14:00.000000,2025-04-30 11:06:41.938490,21348.0,21393.0,1.0,1500.0,NEW10,Chennai,12.9289,77.5797,106.0,WALLET,DL-4674XXXXXX,Major,AC performance slightly low,False,,45.0,No Refuel,,False,,Invalid,Speeding,1770.0
RES-00355,CUST-1048,CAR-077,Creta,Completed,2025-03-29 14:54:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,69170.0,69212.0,0.51,1500.0,DISC20,Mumbai,12.8986,77.5917,23.0,UPI,DL-9688XXXXXX,Minor,Tyre pressure alert during trip,False,,42.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,1770.0
RES-01347,CUST-0317,CAR-077,Creta,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,27208.0,27208.0,0.25,1800.0,DISC20,Mumbai,12.8807,77.6044,96.0,WALLET,DL-6970XXXXXX,Minor,Customer requested early pickup,False,,0.0,Refueled,,False,2026-02-28,Valid,Fast Driving,0.0
RES-02167,CUST-1521,CAR-077,Creta,Cancelled,2025-03-08 08:17:00.000000,2025-04-02 02:30:17.354033,2025-03-12 11:17:00.000000,24300.0,24300.0,0.1,2500.0,DISC20,Mumbai,12.8632,77.6197,109.0,CASH,DL-8140XXXXXX,Major,Interior cleaning required,False,,0.0,No Refuel,,False,2026-02-28,Valid,Speeding,0.0
RES-02656,CUST-0095,CAR-078,Sedan,Cancelled,2025-01-29 05:30:00.000000,2025-01-30 05:30:00.000000,2025-04-30 11:06:41.938490,26404.0,26404.0,0.51,1800.0,NEW10,Delhi,12.8705,77.632,90.0,CARD,DL-4257XXXXXX,Major,No Notes,False,,0.0,No Refuel,,False,,Invalid,Fast Driving,0.0
RES-01271,CUST-1173,CAR-078,Sedan,Completed,2025-02-17 01:49:00.000000,2025-02-18 01:49:00.000000,2025-04-30 11:06:41.938490,58200.0,58202.0,0.51,2000.0,NEW10,Chennai,12.8921,77.607,90.0,UPI,DL-5903XXXXXX,None,Vehicle returned late due to traffic,False,,2.0,No Refuel,,False,,Invalid,Fast Driving,2360.0
RES-03533,CUST-1655,CAR-078,Sedan,No_Show,2025-05-03 22:49:00.000000,2025-05-13 22:49:00.000000,2025-04-30 11:06:41.938490,54423.0,54551.0,0.51,1500.0,SAVE50,Delhi,12.9144,77.5829,30.0,WALLET,DL-6212XXXXXX,Major,Navigation system malfunction reported,False,,128.0,No Refuel,,False,2026-06-30,Valid,Normal Driving,1770.0
RES-01355,CUST-1202,CAR-078,Sedan,Cancelled,2025-04-18 11:19:54.565826,2025-06-23 12:14:00.000000,2025-04-30 11:06:41.938490,16064.0,16064.0,0.3,1835.27,WELCOME5,Chennai,12.918,77.5704,57.0,UPI,DL-8810XXXXXX,None,Low fuel warning observed,False,,0.0,No Refuel,,False,2026-01-31,Valid,Normal Driving,0.0
RES-00641,CUST-1987,CAR-079,SUV,Cancelled,2025-03-17 09:46:00.000000,2025-03-18 09:46:00.000000,2025-04-30 11:06:41.938490,27930.0,27930.0,0.75,1840.0,WELCOME5,Delhi,12.898,77.5786,77.0,CARD,DL-9757XXXXXX,Minor,Interior cleaning required,False,,0.0,No Refuel,,False,2026-01-31,Valid,Normal Driving,0.0
RES-02045,CUST-1623,CAR-079,SUV,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,24533.0,24533.0,0.51,2300.0,SAVE50,Bengaluru,12.8734,77.5961,66.0,WALLET,DL-5256XXXXXX,Minor,Customer reported minor scratch on door,False,,0.0,No Refuel,,False,2026-06-30,Valid,Normal Driving,0.0
RES-04166,CUST-1854,CAR-079,SUV,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,65891.0,65891.0,0.5,1835.27,WELCOME5,Delhi,12.8823,77.5853,110.0,CARD,DL-4703XXXXXX,None,Vehicle returned late due to traffic,False,,0.0,No Refuel,,False,2026-01-31,Valid,Speeding,0.0
RES-01137,CUST-0326,CAR-080,EV,Cancelled,2025-01-14 04:38:00.000000,2025-01-15 04:38:00.000000,2025-04-30 11:06:41.938490,67655.0,67655.0,0.5,1500.0,SAVE50,Delhi,12.8777,77.5964,90.0,WALLET,DL-1641XXXXXX,Minor,Tyre pressure alert during trip,False,,0.0,No Refuel,,False,2026-06-30,Valid,Fast Driving,0.0
RES-02408,CUST-1072,CAR-080,EV,Cancelled,2025-04-18 11:19:54.565826,2025-05-22 19:01:00.000000,2025-04-30 11:06:41.938490,58053.0,58053.0,0.3,2300.0,DISC20,Delhi,12.8813,77.5954,90.0,WALLET,DL-4006XXXXXX,Major,Vehicle returned late due to traffic,False,,0.0,No Refuel,,False,2026-02-28,Valid,Unknown,0.0
RES-03346,CUST-0633,CAR-080,EV,Cancelled,2025-04-18 11:19:54.565826,2025-06-17 03:23:00.000000,2025-04-30 11:06:41.938490,44814.0,44814.0,0.51,1840.0,DISC20,Bengaluru,12.8642,77.5978,39.0,CASH,DL-3034XXXXXX,Minor,Interior cleaning required,False,,0.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,0.0
RES-04360,CUST-1019,CAR-080,EV,No_Show,2025-06-07 13:12:00.000000,2025-06-17 13:12:00.000000,2025-04-30 11:06:41.938490,65252.0,65519.0,0.5,1500.0,WELCOME5,Delhi,12.8732,77.5825,74.0,CARD,DL-3692XXXXXX,Major,Customer satisfied with ride,False,,267.0,Refueled,,False,2026-01-31,Valid,Normal Driving,1770.0
RES-03903,CUST-1671,CAR-080,EV,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,37874.0,37874.0,0.75,2000.0,NEW10,Delhi,12.8831,77.593,90.0,WALLET,DL-6714XXXXXX,Major,No Notes,False,,0.0,No Refuel,,False,,Invalid,Unknown,0.0
RES-02200,CUST-0206,CAR-081,Suzuki,Cancelled,2025-02-11 00:09:00.000000,2025-02-12 00:09:00.000000,2025-04-30 11:06:41.938490,75305.0,75305.0,0.5,1835.27,NEW10,Bengaluru,12.8924,77.6003,77.0,CARD,DL-9853XXXXXX,Major,No Notes,False,,0.0,Refueled,,False,2026-03-31,Valid,Normal Driving,0.0
RES-00189,CUST-1679,CAR-081,Suzuki,Cancelled,2025-04-18 11:19:54.565826,2025-05-17 18:11:00.000000,2025-04-30 11:06:41.938490,53027.0,53027.0,0.75,1835.27,WELCOME5,Mumbai,12.914,77.5965,90.0,CARD,DL-2079XXXXXX,Major,Low fuel warning observed,False,,0.0,Refueled,,False,2026-01-31,Valid,Fast Driving,0.0
RES-03387,CUST-0895,CAR-081,Suzuki,Cancelled,2025-06-16 17:11:00.000000,2025-06-17 17:11:00.000000,2025-04-30 11:06:41.938490,56939.0,56939.0,0.3,1500.0,WELCOME5,Mumbai,12.9164,77.5977,75.0,WALLET,DL-4889XXXXXX,None,No Notes,False,,0.0,No Refuel,,False,2026-01-31,Valid,Normal Driving,0.0
RES-01684,CUST-0581,CAR-081,Suzuki,Cancelled,2025-04-18 11:19:54.565826,2025-06-20 16:09:00.000000,2025-04-30 11:06:41.938490,76682.0,76682.0,0.75,1500.0,DISC20,Mumbai,12.9183,77.591,75.0,CARD,DL-8207XXXXXX,None,AC performance slightly low,False,,0.0,Refueled,,False,2026-02-28,Valid,Normal Driving,0.0
RES-01872,CUST-1413,CAR-081,Suzuki,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-03-05 15:38:00.000000,27824.0,27950.0,1.0,1500.0,NEW10,Delhi,12.9058,77.5955,81.0,CARD,DL-9476XXXXXX,None,Vehicle returned late due to traffic,False,,126.0,Refueled,,False,,Invalid,Fast Driving,1770.0
RES-02972,CUST-0537,CAR-081,Suzuki,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,30215.0,30228.0,0.3,1500.0,NEW10,Chennai,12.9022,77.5757,44.0,CARD,DL-7977XXXXXX,Minor,Customer reported minor scratch on door,False,,13.0,No Refuel,2025-03-05 15:38:00,False,,Invalid,Normal Driving,1770.0
RES-03994,CUST-1387,CAR-081,Suzuki,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,16835.0,17108.0,0.75,1500.0,SAVE50,Bengaluru,12.902,77.5969,96.0,CARD,DL-6795XXXXXX,None,Tyre pressure alert during trip,False,,273.0,No Refuel,,False,2026-06-30,Valid,Fast Driving,1770.0
RES-04069,CUST-0847,CAR-081,Suzuki,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,18745.0,18745.0,0.5,1835.27,WELCOME5,Delhi,12.9022,77.5885,90.0,CARD,DL-4674XXXXXX,Major,Car returned in good condition,False,,0.0,No Refuel,,False,2026-01-31,Valid,Fast Driving,0.0
RES-03277,CUST-0155,CAR-082,Toyota,Cancelled,2025-04-03 11:16:00.000000,2025-04-12 11:16:00.000000,2025-04-30 11:06:41.938490,33002.0,33002.0,0.51,1500.0,NEW10,Delhi,12.901,77.5909,107.0,CARD,DL-4612XXXXXX,Major,No Notes,False,,0.0,No Refuel,,False,2026-03-31,Valid,Speeding,0.0
RES-04391,CUST-0520,CAR-082,Toyota,Cancelled,2025-04-12 21:15:00.000000,2025-04-13 21:15:00.000000,2025-04-30 11:06:41.938490,42775.0,42775.0,1.0,1500.0,NEW10,Mumbai,12.8949,77.598,85.0,CARD,DL-4605XXXXXX,Major,Navigation system malfunction reported,False,,0.0,No Refuel,,False,,Invalid,Fast Driving,0.0
RES-02943,CUST-1744,CAR-082,Toyota,Cancelled,2025-04-18 11:19:54.565826,2025-05-21 00:34:00.000000,2025-04-30 11:06:41.938490,32108.0,32108.0,0.1,2000.0,DISC20,Delhi,12.9066,77.61,44.0,CASH,DL-4562XXXXXX,Major,Interior cleaning required,False,,0.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,0.0
RES-04203,CUST-0166,CAR-082,Toyota,Cancelled,2025-05-06 03:45:00.000000,2025-06-11 03:45:00.000000,2025-04-30 11:06:41.938490,49344.0,49344.0,0.1,1500.0,DISC20,Delhi,12.9078,77.6157,56.0,CARD,DL-4673XXXXXX,None,Interior cleaning required,False,,0.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,0.0
RES-03543,CUST-1287,CAR-082,Toyota,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,43427.0,43427.0,0.75,1500.0,NEW10,Chennai,12.9058,77.5968,90.0,UPI,DL-7710XXXXXX,Minor,Customer requested early pickup,False,,0.0,No Refuel,,False,2026-03-31,Valid,Fast Driving,0.0
RES-04373,CUST-0668,CAR-082,Toyota,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,18679.0,18850.0,0.75,2300.0,NEW10,Mumbai,12.903,77.6021,90.0,CASH,DL-3279XXXXXX,Major,Customer requested early pickup,False,,171.0,No Refuel,,False,2026-03-31,Valid,Unknown,2714.0
RES-03572,CUST-0135,CAR-083,Hatchback,Cancelled,2024-12-29 04:26:00.000000,2025-01-03 04:26:00.000000,2025-03-01 10:26:00.000000,27789.0,27789.0,0.25,2500.0,DISC20,Delhi,12.9003,77.6097,113.0,CASH,DL-5417XXXXXX,None,No Notes,False,1374.0,0.0,No Refuel,,False,2026-02-28,Valid,Speeding,0.0
RES-04173,CUST-0684,CAR-083,Hatchback,Cancelled,2025-01-26 19:03:00.000000,2025-01-27 19:03:00.000000,2025-04-30 11:06:41.938490,76553.0,76553.0,0.3,1800.0,WELCOME5,Delhi,12.9089,77.5968,104.0,CARD,DL-1822XXXXXX,Major,Customer reported minor scratch on door,False,,0.0,No Refuel,2025-03-01 10:26:00,True,2026-01-31,Valid,Speeding,0.0
RES-01724,CUST-0918,CAR-083,Hatchback,Completed,2025-02-22 00:54:00.000000,2025-03-01 01:08:00.000000,2025-04-30 11:06:41.938490,29708.0,29792.0,0.1,1840.0,NEW10,Chennai,12.9056,77.5792,119.0,WALLET,DL-5568XXXXXX,None,Interior cleaning required,False,,84.0,No Refuel,,False,2026-03-31,Valid,Speeding,2171.2
RES-03679,CUST-0856,CAR-083,Hatchback,No_Show,2025-03-05 14:05:00.000000,2025-03-06 14:05:00.000000,2025-06-01 08:05:00.000000,55092.0,55124.0,1.0,1500.0,NEW10,Bengaluru,12.9013,77.5862,49.0,CARD,DL-4822XXXXXX,Major,Vehicle returned late due to traffic,False,2082.0,32.0,Refueled,,False,2026-03-31,Valid,Normal Driving,1770.0
RES-02756,CUST-1251,CAR-083,Hatchback,No_Show,2025-03-06 10:54:00.000000,2025-03-11 10:54:00.000000,2025-04-30 11:06:41.938490,42572.0,42715.0,0.25,1500.0,NEW10,Delhi,12.8911,77.6051,38.0,CASH,DL-3748XXXXXX,Minor,No Notes,False,,143.0,Refueled,2025-06-01 08:05:00,True,,Invalid,Normal Driving,1770.0
RES-03260,CUST-1237,CAR-083,Hatchback,No_Show,2025-04-12 18:00:00.000000,2025-04-19 18:00:00.000000,2025-04-30 11:06:41.938490,64855.0,65156.0,1.0,1835.27,NEW10,Delhi,12.8964,77.6194,100.0,UPI,DL-6675XXXXXX,Major,Navigation system malfunction reported,False,,301.0,No Refuel,,False,2026-03-31,Valid,Fast Driving,1393.02
RES-03018,CUST-0036,CAR-083,Hatchback,No_Show,2025-04-18 11:19:54.565826,2025-04-20 20:58:00.000000,2025-04-21 23:58:00.000000,17716.0,17956.0,0.3,1500.0,WELCOME5,Chennai,12.9188,77.5962,90.0,WALLET,DL-2112XXXXXX,Major,AC performance slightly low,False,27.0,240.0,No Refuel,,False,2026-01-31,Valid,Unknown,1770.0
RES-02983,CUST-1040,CAR-083,Hatchback,No_Show,2025-04-18 11:19:54.565826,2025-04-20 23:31:00.000000,2025-04-21 06:31:00.000000,18782.0,18993.0,0.25,1500.0,SAVE50,Mumbai,12.9319,77.5959,90.0,CASH,DL-7795XXXXXX,None,Customer reported minor scratch on door,False,7.0,211.0,No Refuel,2025-04-21 23:58:00,True,2026-06-30,Valid,Fast Driving,1770.0
RES-00281,CUST-1024,CAR-083,Hatchback,No_Show,2025-04-18 11:19:54.565826,2025-06-13 21:42:00.000000,2025-04-30 11:06:41.938490,21085.0,21451.0,0.3,2500.0,DISC20,Delhi,12.9271,77.5957,61.0,UPI,DL-5422XXXXXX,Major,Vehicle returned late due to traffic,False,,366.0,Refueled,2025-04-21 06:31:00,False,2026-02-28,Valid,Normal Driving,2950.0
RES-02173,CUST-1125,CAR-083,Hatchback,Completed,2025-04-18 11:19:54.565826,2025-06-21 05:02:00.000000,2025-04-30 11:06:41.938490,62716.0,62878.0,0.51,2000.0,WELCOME5,Chennai,12.9168,77.6112,118.0,CARD,DL-6073XXXXXX,Minor,Car returned in good condition,False,,162.0,No Refuel,,False,2026-01-31,Valid,Speeding,2360.0
RES-00345,CUST-0497,CAR-083,Hatchback,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,32061.0,32061.0,0.51,2000.0,SAVE50,Chennai,12.9077,77.6119,125.0,CASH,DL-1728XXXXXX,Major,Vehicle returned late due to traffic,False,,0.0,No Refuel,,False,2026-06-30,Valid,Speeding,0.0
RES-00423,CUST-0533,CAR-083,Hatchback,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-09-02 17:34:00.000000,37770.0,37793.0,0.1,2300.0,SAVE50,Chennai,12.9043,77.6043,37.0,CARD,DL-3858XXXXXX,None,Low fuel warning observed,False,,23.0,No Refuel,,False,2026-06-30,Valid,Normal Driving,2714.0
RES-01613,CUST-1016,CAR-083,Hatchback,Cancelled,2025-03-09 05:52:00.000000,2025-04-02 02:30:17.354033,2025-03-12 07:52:00.000000,61519.0,61519.0,0.5,1840.0,NEW10,Delhi,12.8994,77.6116,30.0,CARD,DL-7299XXXXXX,Minor,Customer satisfied with ride,False,,0.0,No Refuel,2025-09-02 17:34:00,False,2026-03-31,Valid,Normal Driving,0.0
RES-02559,CUST-1234,CAR-083,Hatchback,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-14 09:47:00.000000,29246.0,29266.0,0.3,2000.0,SAVE50,Delhi,12.9162,77.6182,106.0,CARD,DL-8598XXXXXX,None,No Notes,False,,20.0,Refueled,2025-03-12 07:52:00,False,2026-06-30,Valid,Speeding,2360.0
RES-03448,CUST-0849,CAR-083,Hatchback,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,23418.0,23659.0,0.51,1800.0,DISC20,Bengaluru,12.9148,77.6376,91.0,CARD,DL-7253XXXXXX,None,Customer satisfied with ride,False,,241.0,No Refuel,2025-04-14 09:47:00,False,2026-02-28,Valid,Fast Driving,2124.0
RES-01775,CUST-1008,CAR-084,Creta,Cancelled,2025-02-24 11:17:00.000000,2025-02-25 11:17:00.000000,2025-04-30 11:06:41.938490,45425.0,45425.0,0.75,1800.0,WELCOME5,Delhi,12.9073,77.6327,80.0,CARD,DL-8802XXXXXX,Major,Car returned in good condition,False,,0.0,Refueled,,False,2026-01-31,Valid,Normal Driving,0.0
RES-01088,CUST-1337,CAR-084,Creta,Cancelled,2025-04-06 12:04:00.000000,2025-04-07 12:04:00.000000,2025-04-30 11:06:41.938490,67734.0,67734.0,0.1,1500.0,DISC20,Delhi,12.9023,77.6156,90.0,CARD,DL-2925XXXXXX,Minor,Customer satisfied with ride,False,,0.0,No Refuel,,False,2026-02-28,Valid,Fast Driving,0.0
RES-02660,CUST-0025,CAR-084,Creta,No_Show,2025-04-18 11:19:54.565826,2025-06-12 07:27:00.000000,2025-04-30 11:06:41.938490,60176.0,60319.0,0.51,1500.0,SAVE50,Delhi,12.8839,77.6016,49.0,CARD,DL-2953XXXXXX,None,Car returned in good condition,False,,143.0,No Refuel,,False,2026-06-30,Valid,Normal Driving,1770.0
RES-00267,CUST-0160,CAR-084,Creta,Completed,2025-04-18 11:19:54.565826,2025-06-22 02:16:00.000000,2025-04-30 11:06:41.938490,47112.0,47603.0,0.51,1500.0,DISC20,Delhi,12.8852,77.6061,62.0,CARD,DL-4058XXXXXX,Minor,Customer satisfied with ride,False,,491.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,1770.0
RES-01295,CUST-0724,CAR-084,Creta,Cancelled,2025-03-27 23:53:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,75009.0,75009.0,0.5,1800.0,NEW10,Mumbai,12.8974,77.6256,36.0,CARD,DL-2128XXXXXX,None,No Notes,False,,0.0,Refueled,,False,,Invalid,Normal Driving,0.0
RES-02123,CUST-0415,CAR-084,Creta,No_Show,2025-03-30 10:40:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,41369.0,41451.0,0.5,1500.0,NEW10,Bengaluru,12.9217,77.6175,124.0,CASH,DL-7920XXXXXX,Major,AC performance slightly low,False,,82.0,No Refuel,,False,,Invalid,Speeding,1770.0
RES-03036,CUST-1954,CAR-084,Creta,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-03-05 20:01:00.000000,11537.0,11537.0,0.5,2500.0,WELCOME5,Mumbai,12.928,77.6105,29.0,WALLET,DL-7190XXXXXX,Minor,No Notes,False,,0.0,No Refuel,,False,2026-01-31,Valid,Normal Driving,0.0
RES-03296,CUST-0578,CAR-084,Creta,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,54435.0,54507.0,0.75,1500.0,WELCOME5,Delhi,12.9062,77.5987,49.0,CARD,DL-4582XXXXXX,Minor,No Notes,False,,72.0,No Refuel,2025-03-05 20:01:00,False,2026-01-31,Valid,Normal Driving,1770.0
RES-03700,CUST-1081,CAR-084,Creta,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-03-30 04:49:00.000000,46378.0,46817.0,0.75,2500.0,NEW10,Bengaluru,12.8974,77.6213,114.0,UPI,DL-2248XXXXXX,Major,Low fuel warning observed,False,,439.0,No Refuel,,False,2026-03-31,Valid,Speeding,2950.0
RES-02326,CUST-1307,CAR-085,Luxury,No_Show,2025-03-20 23:31:00.000000,2025-03-21 23:31:00.000000,2025-04-30 11:06:41.938490,18878.0,19342.0,0.75,1500.0,SAVE50,Chennai,12.905,77.6093,68.0,CARD,DL-5131XXXXXX,None,No Notes,False,,464.0,No Refuel,,False,2026-06-30,Valid,Normal Driving,1770.0
RES-00780,CUST-1702,CAR-085,Luxury,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,55985.0,55994.0,0.5,1500.0,NEW10,Mumbai,12.9153,77.6034,81.0,CARD,DL-1361XXXXXX,Minor,No Notes,False,,9.0,Refueled,,False,,Invalid,Fast Driving,1770.0
RES-01303,CUST-0545,CAR-085,Luxury,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-05 23:16:00.000000,41842.0,41842.0,0.1,1835.27,WELCOME5,Mumbai,12.9093,77.591,138.0,CARD,DL-9394XXXXXX,Major,AC performance slightly low,False,,0.0,No Refuel,,False,2026-01-31,Valid,Speeding,0.0
RES-03035,CUST-0481,CAR-085,Luxury,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,66260.0,66684.0,0.51,1500.0,NEW10,Delhi,12.9093,77.6105,65.0,UPI,DL-8569XXXXXX,Major,Interior cleaning required,False,,424.0,No Refuel,2025-04-05 23:16:00,False,,Invalid,Normal Driving,1770.0
RES-02892,CUST-1027,CAR-086,Creta,No_Show,2025-01-07 08:46:00.000000,2025-01-08 08:46:00.000000,2025-04-30 11:06:41.938490,25360.0,25684.0,0.51,2000.0,SAVE50,Mumbai,12.9204,77.6149,120.0,CARD,DL-4222XXXXXX,Minor,Vehicle returned late due to traffic,False,,324.0,No Refuel,,False,2026-06-30,Valid,Speeding,2360.0
RES-00816,CUST-0819,CAR-086,Creta,Completed,2025-03-07 13:04:00.000000,2025-03-08 13:04:00.000000,2025-04-30 11:06:41.938490,37675.0,37703.0,0.25,1500.0,DISC20,Bengaluru,12.9159,77.6056,102.0,CARD,DL-9547XXXXXX,Minor,Customer requested early pickup,False,,28.0,No Refuel,,False,2026-02-28,Valid,Speeding,1770.0
RES-01436,CUST-0979,CAR-086,Creta,Cancelled,2025-04-18 11:19:54.565826,2025-05-10 20:24:00.000000,2025-05-12 21:24:00.000000,20194.0,20194.0,1.0,1500.0,NEW10,Mumbai,12.9003,77.5738,90.0,CASH,DL-2991XXXXXX,None,AC performance slightly low,False,49.0,0.0,No Refuel,,False,,Invalid,Unknown,0.0
RES-04382,CUST-0382,CAR-086,Creta,Cancelled,2025-04-18 11:19:54.565826,2025-06-02 00:51:00.000000,2025-06-04 08:51:00.000000,46360.0,46360.0,1.0,2300.0,WELCOME5,Chennai,12.8871,77.5884,28.0,UPI,DL-6398XXXXXX,Minor,Tyre pressure alert during trip,False,56.0,0.0,Refueled,2025-05-12 21:24:00,False,2026-01-31,Valid,Normal Driving,0.0
RES-00996,CUST-0961,CAR-086,Creta,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,25130.0,25245.0,0.5,2000.0,SAVE50,Chennai,12.9025,77.5838,112.0,CARD,DL-1393XXXXXX,Minor,Customer requested early pickup,False,,115.0,No Refuel,2025-06-04 08:51:00,False,2026-06-30,Valid,Speeding,2360.0
RES-04300,CUST-1101,CAR-086,Creta,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,51052.0,51312.0,0.75,2500.0,DISC20,Mumbai,12.9156,77.5976,121.0,CARD,DL-8225XXXXXX,Major,AC performance slightly low,False,,260.0,No Refuel,,False,2026-02-28,Valid,Speeding,2950.0
RES-00037,CUST-1055,CAR-087,Sedan,No_Show,2025-01-10 09:13:00.000000,2025-01-14 10:16:00.000000,2025-01-16 01:13:00.000000,23606.0,23840.0,1.0,1800.0,DISC20,Bengaluru,12.9143,77.5896,124.0,UPI,DL-9673XXXXXX,Major,Customer reported minor scratch on door,False,38.95,234.0,No Refuel,,False,2026-02-28,Valid,Speeding,2124.0
RES-00191,CUST-0182,CAR-087,Sedan,Cancelled,2025-03-26 16:33:00.000000,2025-03-27 16:33:00.000000,2025-04-30 11:06:41.938490,23790.0,23790.0,0.3,1800.0,DISC20,Delhi,12.8947,77.5955,79.0,UPI,DL-4380XXXXXX,Major,Customer requested early pickup,False,,0.0,No Refuel,2025-01-16 01:13:00,False,2026-02-28,Valid,Normal Driving,0.0
RES-01582,CUST-0448,CAR-087,Sedan,Cancelled,2025-04-04 06:54:00.000000,2025-04-05 06:54:00.000000,2025-04-30 11:06:41.938490,37178.0,37178.0,0.25,1500.0,NEW10,Bengaluru,12.8915,77.599,90.0,CARD,DL-2910XXXXXX,Major,Customer satisfied with ride,False,,0.0,Refueled,,False,,Invalid,Fast Driving,0.0
